Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
male,group E,high school,free/reduced,none,74,65,58
female,group D,some college,free/reduced,completed,52,65,74
female,group A,bachelor's degree,standard,none,64,56,68
male,group C,high school,standard,completed,75,73,71
male,group C,associate's degree,standard,completed,85,88,86
male,group B,some college,standard,none,59,53,53
female,group A,associate's degree,standard,none,72,70,72
female,group C,high school,free/reduced,none,59,65,60
female,group D,master's degree,free/reduced,none,71,90,88
male,group C,bachelor's degree,free/reduced,none,46,43,37
female,group B,bachelor's degree,standard,none,69,68,71
female,group B,some college,standard,completed,85,87,92
female,group D,high school,free/reduced,completed,62,78,77
female,group D,some high school,standard,none,68,78,73
male,group B,some college,standard,none,63,58,55
female,group A,associate's degree,standard,none,83,100,97
female,group C,some college,standard,completed,88,89,96
female,group D,high school,free/reduced,completed,36,50,54
female,group C,associate's degree,free/reduced,none,73,87,88
male,group A,master's degree,free/reduced,completed,50,63,61
male,group B,high school,free/reduced,none,65,66,60
male,group B,some high school,free/reduced,none,50,52,49
female,group E,some high school,free/reduced,none,57,67,68
male,group E,some college,standard,none,84,68,67
male,group D,associate's degree,free/reduced,completed,65,62,66
male,group D,some high school,standard,completed,64,63,60
male,group C,high school,free/reduced,none,50,46,39
male,group C,some high school,standard,none,87,80,76
female,group C,associate's degree,free/reduced,completed,58,80,77
female,group A,high school,free/reduced,none,33,52,48
female,group B,some college,standard,none,80,91,91
female,group E,associate's degree,free/reduced,none,65,72,66
male,group D,some high school,free/reduced,completed,72,73,72
male,group B,some college,standard,none,54,49,41
male,group D,some high school,standard,completed,68,60,67
female,group C,some high school,standard,none,61,59,63
female,group C,high school,free/reduced,none,26,39,34
female,group D,some college,free/reduced,completed,71,80,81
female,group B,master's degree,standard,completed,91,95,100
female,group D,associate's degree,standard,completed,76,83,84
male,group D,master's degree,free/reduced,none,71,67,70
male,group D,associate's degree,standard,none,85,69,73
female,group B,high school,standard,completed,63,73,81
female,group C,bachelor's degree,standard,completed,47,60,66
male,group B,high school,standard,none,77,63,59
male,group E,some college,standard,none,88,82,79
male,group C,master's degree,free/reduced,none,69,65,62
male,group D,bachelor's degree,standard,completed,94,98,100
male,group C,high school,standard,completed,74,73,64
male,group B,some college,standard,none,68,67,66
male,group D,bachelor's degree,standard,completed,73,65,71
male,group C,bachelor's degree,standard,completed,69,70,73
female,group E,associate's degree,free/reduced,completed,69,95,97
male,group E,some high school,standard,none,98,89,83
male,group E,some high school,free/reduced,completed,41,47,42
female,group A,high school,standard,completed,87,99,89
female,group D,some high school,standard,none,63,70,73
female,group D,high school,free/reduced,none,48,57,62
male,group B,some high school,standard,completed,71,80,75
female,group C,high school,standard,completed,47,54,51
male,group C,some college,standard,none,81,72,64
female,group A,associate's degree,standard,completed,73,81,81
female,group C,some college,free/reduced,none,49,71,63
female,group D,associate's degree,free/reduced,none,51,65,58
female,group C,associate's degree,standard,none,69,76,75
male,group B,high school,free/reduced,none,63,62,55
male,group E,high school,standard,completed,91,76,75
male,group D,high school,standard,none,72,64,67
male,group C,some high school,standard,none,71,68,63
male,group B,bachelor's degree,free/reduced,completed,75,77,73
male,group E,some high school,standard,none,80,73,70
female,group D,associate's degree,free/reduced,none,28,37,39
male,group B,bachelor's degree,standard,none,62,61,56
female,group B,associate's degree,standard,none,67,76,76
male,group D,some high school,standard,none,89,78,74
female,group D,some college,standard,none,81,93,93
male,group D,some college,standard,none,57,54,52
male,group C,high school,standard,none,73,74,73
female,group D,some high school,free/reduced,completed,67,90,89
male,group C,high school,standard,none,62,62,57
female,group C,some college,standard,none,53,68,59
female,group C,some college,standard,none,55,73,69
female,group B,associate's degree,free/reduced,none,36,53,50
female,group B,associate's degree,free/reduced,none,61,61,65
male,group C,some college,standard,none,63,67,52
male,group A,high school,free/reduced,completed,61,57,55
male,group B,some high school,standard,none,94,87,82
female,group D,some college,standard,completed,94,100,99
female,group C,some high school,standard,completed,58,65,73
male,group C,bachelor's degree,standard,none,63,57,59
female,group B,high school,standard,none,47,59,60
male,group B,some college,standard,none,91,84,85
female,group C,associate's degree,free/reduced,none,59,67,60
female,group A,bachelor's degree,free/reduced,completed,58,70,68
female,group E,bachelor's degree,standard,none,92,97,96
male,group B,some high school,standard,completed,43,39,40
female,group A,associate's degree,free/reduced,completed,61,74,74
female,group B,high school,standard,completed,70,77,78
male,group B,some college,standard,completed,77,64,65
female,group C,associate's degree,free/reduced,completed,63,89,84
female,group B,associate's degree,free/reduced,none,37,43,42
female,group C,associate's degree,free/reduced,none,41,53,52
male,group C,master's degree,free/reduced,completed,55,61,56
male,group C,some high school,free/reduced,none,82,69,68
male,group C,some high school,free/reduced,none,67,79,62
male,group B,some college,free/reduced,completed,66,70,76
female,group D,some high school,standard,completed,43,58,64
female,group C,some college,free/reduced,none,74,88,82
female,group D,high school,free/reduced,none,74,84,81
female,group B,high school,standard,none,75,76,76
male,group E,some college,standard,none,82,75,69
female,group E,bachelor's degree,free/reduced,none,63,71,70
female,group E,associate's degree,free/reduced,none,57,61,56
male,group B,some college,free/reduced,none,29,36,30
male,group E,some high school,standard,none,79,73,68
male,group E,some high school,standard,completed,70,63,56
female,group D,high school,standard,none,50,54,53
male,group C,high school,standard,completed,79,78,77
male,group A,some high school,standard,none,67,61,54
female,group C,some college,standard,none,83,91,87
female,group C,master's degree,free/reduced,none,68,86,88
male,group A,some college,free/reduced,completed,53,64,58
male,group E,associate's degree,free/reduced,none,74,80,69
female,group E,some high school,standard,completed,96,94,92
female,group C,associate's degree,standard,none,31,35,38
female,group C,high school,standard,none,52,61,57
male,group D,some high school,standard,none,80,54,59
male,group B,high school,standard,completed,62,62,57
female,group C,high school,standard,completed,49,58,54
female,group D,high school,free/reduced,completed,71,68,79
female,group D,some college,free/reduced,none,49,71,67
female,group C,associate's degree,standard,completed,86,89,83
female,group C,some college,standard,none,65,67,70
male,group D,associate's degree,standard,none,67,64,60
male,group A,some high school,standard,completed,93,91,89
female,group B,associate's degree,free/reduced,none,57,63,57
female,group E,master's degree,standard,none,83,80,86
female,group B,some high school,standard,none,77,82,76
male,group C,bachelor's degree,free/reduced,none,57,58,51
male,group B,high school,free/reduced,completed,47,47,53
male,group D,high school,standard,none,78,71,72
female,group C,some high school,standard,completed,53,62,70
male,group B,bachelor's degree,standard,completed,59,69,66
female,group B,associate's degree,standard,none,81,86,82
female,group E,associate's degree,free/reduced,none,69,85,79
female,group C,some college,standard,none,60,64,63
male,group D,bachelor's degree,standard,none,85,80,80
female,group E,bachelor's degree,standard,completed,49,61,62
female,group C,bachelor's degree,standard,none,81,76,81
female,group B,some college,standard,none,74,89,80
male,group B,associate's degree,standard,none,72,74,76
female,group B,some high school,standard,none,52,53,48
male,group D,associate's degree,standard,none,86,73,81
male,group D,some high school,standard,none,77,63,63
male,group E,high school,standard,none,77,73,65
female,group D,some high school,standard,completed,54,71,77
female,group E,associate's degree,standard,none,77,94,85
female,group D,some college,standard,none,78,82,91
male,group D,high school,standard,none,69,57,57
male,group C,high school,standard,none,75,73,67
female,group C,bachelor's degree,standard,none,77,94,92
male,group C,some college,standard,none,77,74,79
male,group B,some high school,standard,none,81,70,71
female,group B,high school,free/reduced,none,27,39,34
female,group D,bachelor's degree,standard,none,74,82,81
male,group C,some college,free/reduced,none,52,48,46
female,group E,bachelor's degree,standard,completed,84,87,90
male,group C,master's degree,standard,none,91,74,76
male,group D,some high school,free/reduced,none,64,74,59
female,group E,some high school,standard,none,69,74,67
male,group C,associate's degree,free/reduced,completed,52,55,50
